index,date,pres,link,exec
337,18880126,GC,http://www.presidency.ucsb.edu/ws/index.php?pid=71750,
338,18880416,GC,http://www.presidency.ucsb.edu/ws/index.php?pid=71752,
339,18881101,GC,http://www.presidency.ucsb.edu/ws/index.php?pid=71753,
340,18890226,GC,http://www.presidency.ucsb.edu/ws/index.php?pid=71853,
341,18890321,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=71168,
342,18890323,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=71186,
343,18890404,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=71197,
344,18891101,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=71208,
345,18891102,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=71230,
346,18891102,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=71219,
347,18891108,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=71241,
348,18891111,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=70947,
349,18900210,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=70952,
350,18900217,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=70953,
351,18900315,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=70954,
352,18900919,BH,http://www.presidency.ucsb.edu/ws/index.php?pid=70955,
